Tracking Number,PC,RI,DRI,Length,Height,Width,Weight,Zone,Base Rate,Plus Rate
4202026000009246199000133716578810,5,PR,S,00000,00000,00000,6.82,00,1.32,
4202026000009246299000133720679466,5,PR,S,00000,00000,00000,12.93,00,1.71,
4202026000009246399000133740909264,5,PR,S,00000,00000,00000,6.96,00,1.33,
4202026000009246499000133720775533,5,PR,S,00000,00000,00000,6.98,00,1.33,
4202026000009246799000133764497186,5,PR,S,00000,00000,00000,13.13,00,1.73,
4202026000009246899000133782663930,5,PR,S,00000,00000,00000,8.96,00,1.46,
4202026000009246999000133703504466,5,PR,S,00000,00000,00000,6.83,00,1.32,
4202026000009247099000133727636652,5,PR,S,00000,00000,00000,4.65,00,1.18,
4202026000009247299000133731498206,5,PR,S,00000,00000,00000,6.95,00,1.33,
4202026000009247399000133759068598,5,PR,S,00000,00000,00000,13.51,00,1.75,
4202026000009247799000133707175245,5,PR,S,00000,00000,00000,14.32,00,1.8,
4202026000009267399000133778706186,5,PR,S,00000,00000,00000,11.57,00,1.63,
4202026000009267499000133713724706,5,PR,S,00000,00000,00000,7.69,00,1.37,
4202026000009241999000133777988840,3,PR,D,00000,00000,00000,11.75,00,1.05,
4202026000009242099000133794125268,3,PR,D,00000,00000,00000,5.59,00,0.88,
4202026000009242199000133730165863,3,PR,D,00000,00000,00000,1.64,00,0.77,
4202026000009242299000133746932181,3,PR,D,00000,00000,00000,5.63,00,0.88,
4202026000009242399000133771954457,3,PR,D,00000,00000,00000,6.29,00,0.9,
4202026000009242499000133705742714,3,PR,D,00000,00000,00000,12.28,00,1.07,
4202026000009242599000133719434788,3,PR,D,00000,00000,00000,8.79,00,0.97,
4202026000009242699000133785340105,3,PR,D,00000,00000,00000,8.56,00,0.96,
4202026000009242799000133793361684,3,PR,D,00000,00000,00000,5.88,00,0.89,
4202026000009242899000133734413471,3,PR,D,00000,00000,00000,1.33,00,0.76,
4202026000009243099000133791727275,3,PR,D,00000,00000,00000,5.57,00,0.88,
4202026000009243199000133771357425,3,PR,D,00000,00000,00000,6.35,00,0.9,
4202026000009243299000133772142848,3,PR,D,00000,00000,00000,13.73,00,1.11,
4202026000009243499000133791615753,3,PR,D,00000,00000,00000,1.85,00,0.78,
4202026000009243599000133762862524,3,PR,D,00000,00000,00000,8.29,00,0.96,
4202026000009243699000133706934582,3,PR,D,00000,00000,00000,11.62,00,1.05,
4202026000009243799000133728092542,3,PR,D,00000,00000,00000,13.86,00,1.11,
4202026000009243999000133740823749,3,PR,D,00000,00000,00000,6.25,00,0.9,
4202026000009244699000133712342404,3,PR,D,00000,00000,00000,3.87,00,0.83,
4202026000009244799000133717512504,3,PR,D,00000,00000,00000,14.1,00,1.12,
4202026000009244899000133754471427,3,PR,D,00000,00000,00000,14.58,00,1.13,
4202026000009244999000133722227363,3,PR,D,00000,00000,00000,0.98,00,0.75,
4202026000009245299000133709980748,3,PR,D,00000,00000,00000,14.36,00,1.13,
4202026000009245399000133781929258,3,PR,D,00000,00000,00000,12.09,00,1.06,
4202026000009245499000133754087581,3,PR,D,00000,00000,00000,9.57,00,0.99,
4202026000009245599000133792634719,3,PR,D,00000,00000,00000,8.84,00,0.97,
4202026000009245699000133761339020,3,PR,D,00000,00000,00000,4.33,00,0.85,
4202026000009245799000133781622854,3,PR,D,00000,00000,00000,1.03,00,0.75,
4202026000009245899000133786811031,3,PR,D,00000,00000,00000,12.67,00,1.08,
4202026000009245999000133732678914,3,PR,D,00000,00000,00000,13.2,00,1.09,
4202026000009246099000133798115509,3,PR,D,00000,00000,00000,12.23,00,1.07,
4202026000009246199000133748462361,3,PR,D,00000,00000,00000,3.09,00,0.81,
4202026000009246299000133746018378,3,PR,D,00000,00000,00000,14.4,00,1.13,
4202026000009246399000133767847638,3,PR,D,00000,00000,00000,1.23,00,0.76,
4202026000009246499000133748219381,3,PR,D,00000,00000,00000,2.59,00,0.8,
4202026000009246799000133716806586,3,PR,D,00000,00000,00000,13.55,00,1.1,
4202026000009246899000133766839899,3,PR,D,00000,00000,00000,1.82,00,0.78,
4202026000009246999000133732344836,3,PR,D,00000,00000,00000,7.23,00,0.93,
4202026000009247099000133728940657,3,PR,D,00000,00000,00000,4.85,00,0.86,
4202026000009247299000133735252036,3,PR,D,00000,00000,00000,14.74,00,1.14,
4202026000009247399000133718625410,3,PR,D,00000,00000,00000,10.57,00,1.02,
4202026000009247799000133707443038,3,PR,D,00000,00000,00000,6.56,00,0.91,
4202026000009267399000133758469128,3,PR,D,00000,00000,00000,1.04,00,0.75,
4202026000009267499000133740535659,3,PR,D,00000,00000,00000,8.43,00,0.96,
4202026000009241999000133788873819,3,PR,D,00000,00000,00000,12.02,00,1.06,
4202026000009242099000133786976724,3,PR,D,00000,00000,00000,14.97,00,1.14,
4202026000009242199000133758010551,3,PR,D,00000,00000,00000,1.48,00,0.77,
4202026000009242299000133773315242,3,PR,D,00000,00000,00000,4.43,00,0.85,
4202026000009242399000133737035679,3,PR,D,00000,00000,00000,7.55,00,0.94,
4202026000009242499000133796709672,3,PR,D,00000,00000,00000,8.61,00,0.97,
4202026000009242599000133745610506,3,PR,D,00000,00000,00000,12.75,00,1.08,
4202026000009242699000133751369169,3,PR,D,00000,00000,00000,10.29,00,1.01,
4202026000009242799000133759168793,3,PR,D,00000,00000,00000,13.94,00,1.12,
4202026000009242899000133770355719,3,PR,D,00000,00000,00000,6.28,00,0.9,
4202026000009243099000133792119034,3,PR,D,00000,00000,00000,3.35,00,0.82,
4202026000009243199000133776940824,3,PR,D,00000,00000,00000,11.69,00,1.05,
4202026000009243299000133793807508,3,PR,D,00000,00000,00000,1.14,00,0.76,
4202026000009243499000133730368278,3,PR,D,00000,00000,00000,0.08,00,0.73,
4202026000009243599000133723357710,3,PR,D,00000,00000,00000,12.18,00,1.07,
4202026000009243699000133728675362,3,PR,D,00000,00000,00000,0.03,00,0.73,
4202026000009243799000133770911963,3,PR,D,00000,00000,00000,13.72,00,1.11,
4202026000009243999000133729482751,3,PR,D,00000,00000,00000,12.36,00,1.07,
4202026000009244699000133742720242,3,PR,D,00000,00000,00000,11.7,00,1.05,
4202026000009244799000133715822586,3,PR,D,00000,00000,00000,12.9,00,1.09,
4202026000009244899000133791150021,3,PR,D,00000,00000,00000,3.75,00,0.83,
4202026000009244999000133716312592,3,PR,D,00000,00000,00000,10.07,00,1.01,
4202026000009245299000133787197620,3,PR,D,00000,00000,00000,7.78,00,0.94,
4202026000009245399000133746376594,3,PR,D,00000,00000,00000,3.75,00,0.83,
4202026000009245499000133717899095,3,PR,D,00000,00000,00000,13.9,00,1.11,
4202026000009245599000133774753951,3,PR,D,00000,00000,00000,8.44,00,0.96,
4202026000009245699000133725887679,3,PR,D,00000,00000,00000,9.43,00,0.99,
4202026000009245799000133793393235,3,PR,D,00000,00000,00000,6.89,00,0.92,
4202026000009245899000133795704419,3,PR,D,00000,00000,00000,1.29,00,0.76,
4202026000009245999000133796800769,3,PR,D,00000,00000,00000,8.62,00,0.97,
4202026000009246099000133729713657,3,PR,D,00000,00000,00000,14.01,00,1.12,
4202026000009246199000133769081383,3,PR,D,00000,00000,00000,14.62,00,1.13,
4202026000009246299000133731884561,3,PR,D,00000,00000,00000,6.89,00,0.92,
4202026000009246399000133766466754,3,PR,D,00000,00000,00000,7.84,00,0.94,
4202026000009246499000133723500989,3,PR,D,00000,00000,00000,8.29,00,0.96,
4202026000009246799000133707508465,3,PR,D,00000,00000,00000,9.27,00,0.98,
4202026000009246899000133736570677,3,PR,D,00000,00000,00000,11.12,00,1.04,
4202026000009246999000133714504998,3,PR,D,00000,00000,00000,12.01,00,1.06,
4202026000009247099000133797884014,3,PR,D,00000,00000,00000,2.54,00,0.8,
4202026000009247299000133790384759,3,PR,D,00000,00000,00000,6.78,00,0.91,
4202026000009247399000133744462503,3,PR,D,00000,00000,00000,4.77,00,0.86,
4202026000009247799000133786249562,3,PR,D,00000,00000,00000,6.07,00,0.89,
4202026000009267399000133742862570,3,PR,D,00000,00000,00000,3.95,00,0.84,
4202026000009267499000133712785383,3,PR,D,00000,00000,00000,4.57,00,0.85,
4202026000009241999000133742433359,4,PR,D,00000,00000,00000,13.65,00,1.11,
4202026000009242099000133758680642,4,PR,D,00000,00000,00000,4.76,00,0.86,
4202026000009242199000133704750191,4,PR,D,00000,00000,00000,13.68,00,1.11,
4202026000009242299000133756673577,4,PR,D,00000,00000,00000,14.54,00,1.13,
4202026000009242399000133773989115,4,PR,D,00000,00000,00000,11.97,00,1.06,
4202026000009242499000133747364215,4,PR,D,00000,00000,00000,4.46,00,0.85,
4202026000009242599000133744618916,4,PR,D,00000,00000,00000,11.81,00,1.06,
4202026000009242699000133705121123,4,PR,D,00000,00000,00000,7.59,00,0.94,
4202026000009242799000133745109841,4,PR,D,00000,00000,00000,9.16,00,0.98,
4202026000009242899000133753493172,4,PR,D,00000,00000,00000,10.39,00,1.02,
4202026000009243099000133742792438,4,PR,D,00000,00000,00000,10.16,00,1.01,
4202026000009243199000133759059390,4,PR,D,00000,00000,00000,3.82,00,0.83,
4202026000009243299000133749489702,4,PR,D,00000,00000,00000,7.6,00,0.94,
4202026000009243499000133751543587,4,PR,D,00000,00000,00000,9.15,00,0.98,
4202026000009243599000133754232671,4,PR,D,00000,00000,00000,7.73,00,0.94,
4202026000009243699000133717176551,4,PR,D,00000,00000,00000,4.32,00,0.85,
4202026000009243799000133705652623,4,PR,D,00000,00000,00000,5.55,00,0.88,
4202026000009243999000133753772989,4,PR,D,00000,00000,00000,14.75,00,1.14,
4202026000009244699000133795452912,4,PR,D,00000,00000,00000,2.81,00,0.8,
4202026000009244799000133709378883,4,PR,D,00000,00000,00000,4.94,00,0.86,
4202026000009244899000133793723819,4,PR,D,00000,00000,00000,13.39,00,1.1,
4202026000009244999000133759888577,4,PR,D,00000,00000,00000,13.33,00,1.1,
4202026000009245299000133769616139,4,PR,D,00000,00000,00000,14.59,00,1.13,
4202026000009245399000133740923494,4,PR,D,00000,00000,00000,10.31,00,1.01,
4202026000009245499000133716552352,4,PR,D,00000,00000,00000,12.11,00,1.06,
4202026000009245599000133762881183,4,PR,D,00000,00000,00000,1.08,00,0.76,
4202026000009245699000133741047268,4,PR,D,00000,00000,00000,7.76,00,0.94,
4202026000009245799000133718303831,4,PR,D,00000,00000,00000,9.69,00,1.0,
4202026000009245899000133746627183,4,PR,D,00000,00000,00000,0.8,00,0.75,
4202026000009245999000133731719317,4,PR,D,00000,00000,00000,3.64,00,0.83,
4202026000009246099000133751535643,4,PR,D,00000,00000,00000,8.01,00,0.95,
4202026000009246199000133710782319,4,PR,D,00000,00000,00000,6.04,00,0.89,
4202026000009246299000133759670278,4,PR,D,00000,00000,00000,11.43,00,1.05,
4202026000009246399000133749540678,4,PR,D,00000,00000,00000,1.65,00,0.77,
4202026000009246499000133775176159,4,PR,D,00000,00000,00000,5.84,00,0.89,
4202026000009246799000133786822088,4,PR,D,00000,00000,00000,6.41,00,0.9,
4202026000009246899000133744960499,4,PR,D,00000,00000,00000,7.55,00,0.94,
4202026000009246999000133707284766,4,PR,D,00000,00000,00000,4.33,00,0.85,
4202026000009247099000133700990845,4,PR,D,00000,00000,00000,6.75,00,0.91,
4202026000009247299000133766737646,4,PR,D,00000,00000,00000,9.71,00,1.0,
4202026000009247399000133740017842,4,PR,D,00000,00000,00000,2.39,00,0.79,
4202026000009247799000133761432240,4,PR,D,00000,00000,00000,8.87,00,0.97,
4202026000009267399000133702583486,4,PR,D,00000,00000,00000,14.95,00,1.14,
4202026000009267499000133788719059,4,PR,D,00000,00000,00000,10.85,00,1.03,
4202026000009241999000133751167336,4,PR,D,00000,00000,00000,13.08,00,1.09,
4202026000009242099000133785825470,4,PR,D,00000,00000,00000,1.05,00,0.75,
4202026000009242199000133734841554,4,PR,D,00000,00000,00000,10.8,00,1.03,
4202026000009242299000133769589415,4,PR,D,00000,00000,00000,4.33,00,0.85,
4202026000009242399000133769695019,4,PR,D,00000,00000,00000,11.75,00,1.05,
4202026000009242499000133746539830,4,PR,D,00000,00000,00000,9.6,00,0.99,
4202026000009242599000133701298986,4,PR,D,00000,00000,00000,13.36,00,1.1,
4202026000009242699000133720991041,4,PR,D,00000,00000,00000,3.22,00,0.82,
4202026000009242799000133763398222,4,PR,D,00000,00000,00000,14.44,00,1.13,
4202026000009242899000133748296678,4,PR,D,00000,00000,00000,14.74,00,1.14,
4202026000009243099000133726400231,4,PR,D,00000,00000,00000,12.19,00,1.07,
4202026000009243199000133728557474,4,PR,D,00000,00000,00000,8.24,00,0.96,
4202026000009243299000133756301466,4,PR,D,00000,00000,00000,13.66,00,1.11,
4202026000009243499000133799049136,4,PR,D,00000,00000,00000,9.78,00,1.0,
4202026000009243599000133779184396,4,PR,D,00000,00000,00000,3.64,00,0.83,
4202026000009243699000133783706656,4,PR,D,00000,00000,00000,0.48,00,0.74,
4202026000009243799000133780262382,4,PR,D,00000,00000,00000,7.04,00,0.92,
4202026000009243999000133785684881,4,PR,D,00000,00000,00000,9.61,00,0.99,
4202026000009244699000133784329202,4,PR,D,00000,00000,00000,9.97,00,1.0,
4202026000009244799000133701484383,4,PR,D,00000,00000,00000,3.71,00,0.83,
4202026000009244899000133729101189,4,PR,D,00000,00000,00000,11.11,00,1.04,
4202026000009244999000133798362039,4,PR,D,00000,00000,00000,10.75,00,1.03,
4202026000009245299000133788729224,4,PR,D,00000,00000,00000,0.69,00,0.74,
4202026000009245399000133732863002,4,PR,D,00000,00000,00000,1.64,00,0.77,
4202026000009245499000133752080840,4,PR,D,00000,00000,00000,2.57,00,0.8,
4202026000009245599000133741455396,4,PR,D,00000,00000,00000,13.36,00,1.1,
4202026000009245699000133797537656,4,PR,D,00000,00000,00000,10.62,00,1.02,
4202026000009245799000133739671544,4,PR,D,00000,00000,00000,11.16,00,1.04,
4202026000009245899000133702093123,4,PR,D,00000,00000,00000,14.35,00,1.13,
4202026000009245999000133764482372,4,PR,D,00000,00000,00000,1.56,00,0.77,
4202026000009246099000133799705618,4,PR,D,00000,00000,00000,1.43,00,0.77,
4202026000009246199000133750532963,4,PR,D,00000,00000,00000,10.51,00,1.02,
4202026000009246299000133796661426,4,PR,D,00000,00000,00000,2.85,00,0.8,
4202026000009246399000133789935183,4,PR,D,00000,00000,00000,14.87,00,1.14,
4202026000009246499000133738563976,4,PR,D,00000,00000,00000,10.62,00,1.02,
4202026000009246799000133727807686,4,PR,D,00000,00000,00000,11.6,00,1.05,
4202026000009246899000133748141405,4,PR,D,00000,00000,00000,5.08,00,0.87,
4202026000009246999000133751518472,4,PR,D,00000,00000,00000,2.11,00,0.78,
4202026000009247099000133738981791,4,PR,D,00000,00000,00000,7.98,00,0.95,
4202026000009247299000133705334135,4,PR,D,00000,00000,00000,3.32,00,0.82,
4202026000009247399000133795209798,4,PR,D,00000,00000,00000,3.72,00,0.83,
4202026000009247799000133763254888,4,PR,D,00000,00000,00000,4.52,00,0.85,
4202026000009267399000133735763463,4,PR,D,00000,00000,00000,10.64,00,1.02,
4202026000009267499000133783111931,4,PR,D,00000,00000,00000,10.37,00,1.02,
4202026000009241999000133740036538,5,PR,D,00000,00000,00000,5.22,00,0.87,
4202026000009242099000133719768798,5,PR,D,00000,00000,00000,0.74,00,0.75,
4202026000009242199000133786980470,5,PR,D,00000,00000,00000,0.89,00,0.75,
4202026000009242299000133703523614,5,PR,D,00000,00000,00000,12.95,00,1.09,
4202026000009242399000133730429706,5,PR,D,00000,00000,00000,10.75,00,1.03,
4202026000009242499000133701560764,5,PR,D,00000,00000,00000,9.28,00,0.98,
4202026000009242599000133781030483,5,PR,D,00000,00000,00000,12.56,00,1.08,
4202026000009242699000133748851525,5,PR,D,00000,00000,00000,2.91,00,0.81,
4202026000009242799000133715099169,5,PR,D,00000,00000,00000,11.63,00,1.05,
4202026000009242899000133742526750,5,PR,D,00000,00000,00000,10.44,00,1.02,
4202026000009243099000133768735811,5,PR,D,00000,00000,00000,13.19,00,1.09,
4202026000009243199000133769908220,5,PR,D,00000,00000,00000,5.2,00,0.87,
4202026000009243299000133744692636,5,PR,D,00000,00000,00000,10.87,00,1.03,
4202026000009243499000133781390466,5,PR,D,00000,00000,00000,11.71,00,1.05,
4202026000009243599000133748730406,5,PR,D,00000,00000,00000,8.58,00,0.97,
4202026000009243699000133748194946,5,PR,D,00000,00000,00000,9.32,00,0.99,
4202026000009243799000133763229185,5,PR,D,00000,00000,00000,12.57,00,1.08,
4202026000009243999000133776148599,5,PR,D,00000,00000,00000,10.64,00,1.02,
4202026000009244699000133718127154,5,PR,D,00000,00000,00000,13.59,00,1.11,
4202026000009244799000133763400982,5,PR,D,00000,00000,00000,12.9,00,1.09,
4202026000009244899000133794051250,5,PR,D,00000,00000,00000,2.54,00,0.8,
4202026000009244999000133794205944,5,PR,D,00000,00000,00000,11.87,00,1.06,
4202026000009245299000133738987167,5,PR,D,00000,00000,00000,11.34,00,1.04,
4202026000009245399000133799451290,5,PR,D,00000,00000,00000,5.55,00,0.88,
4202026000009245499000133771325327,5,PR,D,00000,00000,00000,7.63,00,0.94,
4202026000009245599000133788474446,5,PR,D,00000,00000,00000,11.01,00,1.03,
4202026000009245699000133772034550,5,PR,D,00000,00000,00000,6.18,00,0.9,
4202026000009245799000133719807044,5,PR,D,00000,00000,00000,13.37,00,1.1,
4202026000009245899000133781922226,5,PR,D,00000,00000,00000,13.63,00,1.11,
4202026000009245999000133706310128,5,PR,D,00000,00000,00000,9.66,00,1.0,
4202026000009246099000133701441668,5,PR,D,00000,00000,00000,10.97,00,1.03,
4202026000009246199000133780011904,5,PR,D,00000,00000,00000,11.71,00,1.05,
4202026000009246299000133785462624,5,PR,D,00000,00000,00000,0.87,00,0.75,
4202026000009246399000133793494576,5,PR,D,00000,00000,00000,14.38,00,1.13,
4202026000009246499000133796563379,5,PR,D,00000,00000,00000,3.81,00,0.83,
4202026000009246799000133793109211,5,PR,D,00000,00000,00000,8.63,00,0.97,
4202026000009246899000133726299335,5,PR,D,00000,00000,00000,11.31,00,1.04,
4202026000009246999000133739040683,5,PR,D,00000,00000,00000,10.16,00,1.01,
4202026000009247099000133791149891,5,PR,D,00000,00000,00000,11.83,00,1.06,
4202026000009247299000133704121697,5,PR,D,00000,00000,00000,5.31,00,0.87,
4202026000009247399000133712178579,5,PR,D,00000,00000,00000,5.34,00,0.87,
4202026000009247799000133795309300,5,PR,D,00000,00000,00000,6.57,00,0.91,
4202026000009267399000133791397404,5,PR,D,00000,00000,00000,5.24,00,0.87,
4202026000009267499000133764128790,5,PR,D,00000,00000,00000,13.31,00,1.1,
4202026000009241999000133702267282,5,PR,D,00000,00000,00000,0.59,00,0.74,
4202026000009242099000133741942719,5,PR,D,00000,00000,00000,6.67,00,0.91,
4202026000009242199000133769703841,5,PR,D,00000,00000,00000,12.25,00,1.07,
4202026000009242299000133783020857,5,PR,D,00000,00000,00000,0.35,00,0.73,
4202026000009242399000133787914725,5,PR,D,00000,00000,00000,1.65,00,0.77,
4202026000009242499000133724636147,5,PR,D,00000,00000,00000,7.04,00,0.92,
4202026000009242599000133727820467,5,PR,D,00000,00000,00000,8.08,00,0.95,
4202026000009242699000133732390535,5,PR,D,00000,00000,00000,0.91,00,0.75,
4202026000009242799000133779184692,5,PR,D,00000,00000,00000,12.01,00,1.06,
4202026000009242899000133761107053,5,PR,D,00000,00000,00000,6.05,00,0.89,
4202026000009243099000133703518178,5,PR,D,00000,00000,00000,9.56,00,0.99,
4202026000009243199000133799368187,5,PR,D,00000,00000,00000,5.72,00,0.89,
4202026000009243299000133710139644,5,PR,D,00000,00000,00000,12.42,00,1.07,
4202026000009243499000133797110341,5,PR,D,00000,00000,00000,6.4,00,0.9,
4202026000009243599000133738704082,5,PR,D,00000,00000,00000,9.54,00,0.99,
4202026000009243699000133730720923,5,PR,D,00000,00000,00000,12.59,00,1.08,
4202026000009243799000133785379511,5,PR,D,00000,00000,00000,1.68,00,0.77,
4202026000009243999000133747571054,5,PR,D,00000,00000,00000,10.41,00,1.02,
4202026000009244699000133704400497,5,PR,D,00000,00000,00000,2.69,00,0.8,
4202026000009244799000133782210528,5,PR,D,00000,00000,00000,1.24,00,0.76,
4202026000009244899000133790972917,5,PR,D,00000,00000,00000,2.0,00,0.78,
4202026000009244999000133784705583,5,PR,D,00000,00000,00000,10.9,00,1.03,
4202026000009245299000133710191412,5,PR,D,00000,00000,00000,9.39,00,0.99,
4202026000009245399000133782756911,5,PR,D,00000,00000,00000,5.82,00,0.89,
4202026000009245499000133767704049,5,PR,D,00000,00000,00000,5.88,00,0.89,
4202026000009245599000133750002930,5,PR,D,00000,00000,00000,2.04,00,0.78,
4202026000009245699000133712988769,5,PR,D,00000,00000,00000,11.11,00,1.04,
4202026000009245799000133760027103,5,PR,D,00000,00000,00000,9.34,00,0.99,
4202026000009245899000133786398711,5,PR,D,00000,00000,00000,5.01,00,0.87,
4202026000009245999000133729430150,5,PR,D,00000,00000,00000,1.44,00,0.77,
4202026000009246099000133711456718,5,PR,D,00000,00000,00000,4.45,00,0.85,
4202026000009246199000133785195307,5,PR,D,00000,00000,00000,5.69,00,0.88,
4202026000009246299000133709579849,5,PR,D,00000,00000,00000,6.89,00,0.92,
4202026000009246399000133713780321,5,PR,D,00000,00000,00000,4.96,00,0.86,
4202026000009246499000133759402863,5,PR,D,00000,00000,00000,11.72,00,1.05,
4202026000009246799000133714101260,5,PR,D,00000,00000,00000,2.52,00,0.8,
4202026000009246899000133755966809,5,PR,D,00000,00000,00000,14.76,00,1.14,
4202026000009246999000133791754094,5,PR,D,00000,00000,00000,1.43,00,0.77,
4202026000009247099000133770501310,5,PR,D,00000,00000,00000,3.26,00,0.82,
4202026000009247299000133780603090,5,PR,D,00000,00000,00000,10.42,00,1.02,
4202026000009247399000133725991761,5,PR,D,00000,00000,00000,13.9,00,1.11,
4202026000009247799000133728389132,5,PR,D,00000,00000,00000,1.43,00,0.77,
4202026000009267399000133710418569,5,PR,D,00000,00000,00000,1.02,00,0.75,
4202026000009267499000133764923267,5,PR,D,00000,00000,00000,6.78,00,0.91,
